parameter,mean_result
"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.8148234155840415
"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.81630891660263
"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.8155358406171374
"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.8149402810313074
"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.8157573416581546
"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.8150617246878209
"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.8159870149370047
"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.8144018908533196
"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.8165014101963455
"{'max_depth': 27, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.783798056376512
"{'max_depth': 27, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7868331102606829
"{'max_depth': 27, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7899758394830186
"{'max_depth': 27, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7881071702420587
"{'max_depth': 27, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7885986483544972
"{'max_depth': 27, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7912153418584557
"{'max_depth': 27, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.7923040415901801
"{'max_depth': 27, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7923515810545206
"{'max_depth': 27, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7929674274082648
"{'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7833699875869962
"{'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7861602250024133
"{'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7898670733227778
"{'max_depth': 50, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.78890585829525
"{'max_depth': 50, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7890702292432317
"{'max_depth': 50, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7910466946607837
"{'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.792775027405631
"{'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7927281190531468
"{'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7932451007899416
"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7836438427910856
"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7867160088153687
"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.789829017135868
"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7884248963475822
"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7888988775144775
"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7909430700036051
"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.7927605417558705
"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7925713328050524
"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7925523033465
"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7817640447296158
"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7830964589142189
"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7824465956423364
"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7826331947452321
"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.782416721631169
"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7817847812152365
"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.7841529787121513
"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7829968165193424
"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7826848029644496
"{'max_depth': 27, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7465087808904507
"{'max_depth': 27, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7498642214004851
"{'max_depth': 27, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7509662344362737
"{'max_depth': 27, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7561038637890539
"{'max_depth': 27, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7551256162767416
"{'max_depth': 27, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7561626105943098
"{'max_depth': 27, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.765123990190124
"{'max_depth': 27, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7647354939377735
"{'max_depth': 27, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7660268640101525
"{'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7476037344612496
"{'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.749179343051204
"{'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7498489532768622
"{'max_depth': 50, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7557936118651276
"{'max_depth': 50, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7560005275496661
"{'max_depth': 50, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7569972958306141
"{'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.7653397962629656
"{'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7662193019078918
"{'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7654693458681798
"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7465032707564708
"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7485607097144914
"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7513028546918896
"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7548310777166249
"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7559343320082295
"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7574931632228123
"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.7660377819504067
"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7660588065261947
"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7650857359002712
"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7990614091394791
"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.8004824321054599
"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.8002552454976876
"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.799276165017812
"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.799632622585749
"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.8005133137520295
"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.8001905939120882
"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.8000235668155233
"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.8001233272272744
"{'max_depth': 27, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7634287979963996
"{'max_depth': 27, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.764676940574958
"{'max_depth': 27, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7684372758117481
"{'max_depth': 27, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7726966461186388
"{'max_depth': 27, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7731098622585248
"{'max_depth': 27, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7742616573208896
"{'max_depth': 27, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.7820345499098954
"{'max_depth': 27, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7807768033658232
"{'max_depth': 27, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7819389588070551
"{'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7628906718336153
"{'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7652452256560575
"{'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7675854396174433
"{'max_depth': 50, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7724974082062877
"{'max_depth': 50, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7728071589011642
"{'max_depth': 50, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7747628682190503
"{'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.7819909321296067
"{'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7826407295802471
"{'max_depth': 50, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.782236583958392
"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7634954308881702
"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.764994436986247
"{'max_depth': None, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7683915181268912
"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7720417580143206
"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.772043551459189
"{'max_depth': None, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7742261568304004
"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.7812058408013622
"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7817192588079525
"{'max_depth': None, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7820708010812656
"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7909873868386187
"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7909845104478627
"{'max_depth': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7911788806724066
"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7920198132678611
"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7916289144611043
"{'max_depth': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7917389648242072
"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.790840965413585
"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7920971516333241
"{'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7915097776382384
"{'max_depth': 27, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7651495022150019
"{'max_depth': 27, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7671192813126119
"{'max_depth': 27, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7694997388665654
"{'max_depth': 27, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.772775279258485
"{'max_depth': 27, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7730905081221588
"{'max_depth': 27, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7746005180554564
"{'max_depth': 27, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.781126310010967
"{'max_depth': 27, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.7805581904618264
"{'max_depth': 27, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.7813355076842722
"{'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.7650105923485406
"{'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.7662287847799613
"{'max_depth': 50, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.7684165287392368
"{'max_depth': 50, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.7731938764973061
"{'max_depth': 50, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.7734194373759676
"{'max_depth': 50, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.7738684436872708
